Character,Line
Leela," I lance her every few months, but she always grows back. It's hard enough being a cyclops, but if anyone found out about Susan, I'd be devastated."
Farnsworth, I don't know why I even build these things.
Bender," Yeah. Life, schmife."
Bender, I'm no Bender. You got me mixed up with another Robot.
Fry, Download a celebrity from the Internet? What part of that do I understand?
Hermes, Then what is our only hope?!
Fry, What's over that hill?
Fry, What are the cigars for?
Bender," People, I'm sorry. You've never before heard me say those words, or even the individual letters that make them up. But I am. And with a huge amount of modesty, I humbly beg your forgiveness."
Bender," Now to go switch bodies with Zoidberg, sneak past the metal detector and clip the alarm wires, all in less than... Ten minutes ago! Oh! Uh, could you come back when my chump gets here?"
Leela, That doesn't seem fair.
Leela, That's crazy! It's been lost for centuries!
Farnsworth, I've got to find a way to escape the horrible ravages of youth. Suddenly I'm going to the bathroom like clockwork every three hours. And those jerks at social security stopped sending me checks. Now I have to pay them!
Fry, What's happening? Are you urinating?
Farnsworth, Yay!
Leela," It's OK, Fry. You know we'll always be friends, right?"
Leela, No. There's already a soda like that  Soylent Cola.
Fry, Pst. I need the apartment tonight. Go see a saucy puppet show.
Leela," Alright, this is for their own good. Don't leave orphans. Gotta kill entire families. But they're so cute. No! You can do this. It's just like murdering a little butler. I-I can't look. Oh, no! What have I done? Oh, you poor little guy! I'm so sorry I-- Bender? Bend. 2] Cheese It! He stands up and takes the bullet out of his head. Leela stops crying.] What's going on? Were you hiding out with these little guys?"
Leela, Nothing.
Bender," Yeah I know, that's why I asked if what I did-- Forget it."
Bender," Guys, guys! Hedonism bot is finally settling down and marrying a nice house in the suburb. But tonight, he's having the girls gone wildest bachelor party of all time."
Leela, My parents! They're coming up from the sewers for a visit Sunday.
Farnsworth, It's nonconvergent!
Farnsworth," Wha?! Ah, yes. The Farnsworths boast a proud and distinguished lineage. No wormy fruit on this tree."
Fry, Phew! That's a load off my mind.
Hermes, I got you an official Bender hat.
Fry," I've never been able to put into words how I feel about you. But somewhere among these trillions of hearts, those words must already exist. And I'm gonna find them."
Fry," One hour from now, I travel back in time for free pizza."
Bender," Fry, how can you be so naive? He was joking. Get it?"
Zoidberg," Hurry up with the water. I'm steaming inside my own shell, I am. It's that hot, it is!"
Leela, Brain. Brain make people dumb.
Farnsworth," Oh, it's got a million and one uses."
Bender," Whoa, whoa, whoa, whoa, hold on. I refuse to fight. I'm a conscientious objector."
Leela, I volunteer.
Hermes, What makes you think that'll work?
Bender," These balls are making me testy. If they don't stop bouncing and jiggling, I swear I'm gonna shove this treaty up their-- Wait a second. Where do you shove things up a ball?"
Fry, I only have one.
Fry, Alright!
Amy, That's exactly the number we need.
Leela, 0101100101. What does it mean?
Fry, I'm dying of thirst. Grab my feet and dunk my head in so I can drink.
Leela, Shh.
Bender, Bullseye!
Farnsworth, You're going to do his laundry?
Bender," Hi! I'm Bender, this is my Robot Bender, and this is my other Robot Bender."
Leela," What? Oh, this is horrible. I won't be able to hear Fry's opera."
Fry," I think the leak's stopping itself. Wait. Wait. Yeah, there we go. Wait. Yeah!"
Fry," Wait a minute, Bender is my best friend. We can't just dump him in the gutter like Grandma's ashes."
Fry," OK, my best friend's life is at stake. I can finally prove that I'm not a coward. Will you push me?"
Zoidberg, Enough with the questions. More weight! More! More!
Farnsworth, It's not that bad. It's just laden with toxic minerals. But not for long.
Farnsworth, Then I have no choice but to charge you the full cost of the materials  $10.
Fry," Y'know, I guess it should be but, actually, I'm glad. I had nothing to live for in my old life. I was broke, I had a humiliating job and I was beginning to suspect my girlfriend might be cheating on me."
Fry, You mean these?
Fry," Hey, I remember you. I was gonna vote for you one time. But voting isn't cool so I stayed home alone and got trashed on Listerine."
Fry," Well, at least my assassin will get what's coming to him."
Leela," Zapp?  Where are you? Oh, God, I'm actually starting to miss him."
Bender, It was coming right at us.
Leela," I could kiss you, Professor."
Leela," You mean something like, ""The best defense is a good fence?"""
Fry," Sorry, I'm late."
Fry, Captain Yesterday!
Fry," I don't know, I don't know. Just say anything. As long as it's compelling, mesmerising, a tour de force."
Farnsworth, Santa's coming! Initiate defenses!
Hermes, And now you're asking for a day off? Get out of my and my sight! You're bogarting my patience.
Zoidberg," We're gonna crash, even."
Farnsworth, So long!
Fry," Don't wave your fancy degrees at me! I recognise all this stuff. Petrified sausages, old Mr. Patelli. And that's--"
Bender, Can do!
Leela, Great Cheech's ghost!
Zoidberg," Wait, there's more. Once I wire some good-faith money to an overseas bank account, I'll inherit his kingdom, his canoe, and his plump young wife."
Zoidberg," That is low, Hermes. Just because you don't have a body, you don't want anyone else to be prince of Nigeria. Well, try and stop me from wiring that money."
Zoidberg," Sorry, you must have been boring me."
Fry, One foot in the grave.
Leela," What was that? Oh, my God! We're heading straight into a black hole."
Fry," Oh, you're not so shallow that you find me repulsive because of my body, are you?"
Bender, You mean I'm not a great fighter? I just won 'cause I'm popular?
Zoidberg, I'd like to propose a toast to ... coat check number 84.
Bender," Oh, sure."
Bender, You bastard!
Leela," You know, Bender may not have learned anything from me, but I think I actually learned something from him. So long, jerkwads!"
Bender, Superheroes away!
Fry," No! I refuse to give up! Wake up, Leela! I! Love! You!"
Fry," There. That time, I left both lanterns in place."
Fry," Wait, hold on. I don't like the sound of that. Let's just go alphabetically."
Bender," Danny-boy? You're at my funeral, singing about some dead stiff named Danny-boy? You really are a massive bonehead."
Fry, Robot Devil? I get your hands? Zam!
Leela," Uh, here."
Bender, I'm back from lots of stuff.
Fry," Madam, I am in command now."
Bender, Maybe there's another way.
Leela, We sure are cheerful this morning.
Bender, Wait here and earn interest while I find my robot body.
Zoidberg," I don't know, but it's infectious!"
Leela, What are you going to do? Sleep in a big pile like hamsters?
Leela, The pollution from the factory! It caused a greenhouse effect.
Farnsworth, My new bent outlook has completely re-energised me. I'm even dating a young Brazilian retired actress.
Zoidberg, Thank you. These'll come in handy for my new hair. Finally I look as pretty as I feel!
Bender," Quit exaggerating, Fry. Ah, screw this! If I'm not gonna catch a fish, I might as well not catch a big fish. There. Like most of life's problems this one can be solved with bending."
Farnsworth," Goodness, there must be 50 papers in that bundle! That's a big number, 50."
Bender," Well, well, well. You didn't make up that TV show! You just wrote down what these space twerps said!"
Fry," Dear Horse God, I know I don't usually pray to you. Sometimes I doubt you even exist. But if you're willing to grant me luck, please, stamp your hoof once. Come on, number six! Move it! Don't do that! What are you-- Man, it's contagious!"
Fry," Thus sayeth the tentacle, ""Verily, thou shalt rejoice in the house of the tentacle."""
Leela, Sort of like a giant karaoke machine?
Fry, Caught you! I saw you looking at the atom!
Amy," Uh, he seems really nice but, well, I already have a boyfriend."
Leela, Yes! I will!
Fry," Well, I may not have brain smarts, but at least I have street smarts."
Leela, I don't have any god da- mother f- anger issues.
Farnsworth," Oh, it was a brilliant scheme. But you made one fatal mistake ... leaving this confession note."
Leela, What?
Zoidberg, Friend?!
Bender, Hey!
Amy," One diet double Martini, please."
Leela," Professor, please! Society's never gonna make any progress until we all learn to pretend to like each other. Now let's go over there and make these hideous strangers feel welcome."
Farnsworth, Dear Lord! A coaster! The Femmzoil must be sachet-ing girlishly into your processor.
Leela, Company! Attack!
Fry, Check.
Fry," Relax, mammal. My robotic software shall meet your calculatory needs. What is the meaning of this symbol?"
Fry," Then today's your lucky day, because I happen to be a holding, stroking, lovin' machine! Also spankin'."
Fry, I think it was just an airport. They had a place where you could buy nuts.
Leela, Come on! We gotta save Bender.
Bender," Precocious little scamp, ain't I?"
Bender," That new robot is great, huh? Sure made me look like a pile of crap!"
Amy," Bender, why do you have to be so mean to me?"
Fry, This is weak!
Amy," Oh, yeah, smarty paws? You may have built the ratchet but you can't reach the core without 4,000 miles of superconducting wire. The ball of yarn!"
Bender, You're all losers. My name's Bender.
Leela, I 'unno!
Fry, He's dead.
Zoidberg, How about I just lay down?
Bender, Party!
Fry, Bender's sick. Need any help taking off?
Farnsworth, But...
Leela, Bomb? What bomb?
Bender, Them again?
Fry, Hey! You look me in the shins and say that.
Fry, So you're telling me they broadcast commercials into people's dreams?
Bender," I'm tired of your yapping. All you ever do is complain, you never try to make things better. Well, I'm running away from this dead-end family! I know there's a place for people like me with new ideas. There has to be!"
Zoidberg, Wood!
Zoidberg," Nothing! I'm leaving. But if you have extra courage I'd haul it away for you, maybe?"
Fry, Everybody's ice-fishing! How come nobody's ice-fishing?
Fry," Sure! It's the price of a cheese pizza and a large soda back where I used to work, Panucci's Pizza."
Leela," Amy, you don't go up from the sticker price."
Bender, What's the worst that can happen?
Bender," As your agent, I have access to you at all times."
Fry, You're only four years old?
Leela," Aw, is shnookums not feeling schtimuwated?"
Zoidberg," Hey, look! A fog is rolling in."
Zoidberg, We crustaceans don't like steam. I'm going to go work out with the Nautilus!
